uid,y_true
x09:82,1
x09:83,1
x09:84,1
x09:85,1
x09:86,1
x09:87,1
x09:88,1
x09:89,1
x09:90,1
x09:91,1
x09:92,1
x09:93,1
x09:94,1
x09:95,1
x09:96,1
x09:97,1
x09:98,1
x09:99,1
x09:100,1
x09:101,1
x09:102,1
x09:103,1
x09:104,1
x09:105,1
x09:106,1
x09:107,1
x09:108,1
x09:109,1
x09:110,1
x09:111,1
x09:112,1
x09:113,1
x09:114,1
x09:115,1
x09:116,1
x09:117,1
x09:118,1
x09:119,1
x09:120,1
x09:121,1
x09:122,1
x09:123,1
x09:124,1
x09:125,1
x09:126,1
x09:127,1
x09:128,1
x09:129,1
x09:130,1
x09:131,1
x09:132,1
x09:133,1
x09:134,1
x09:135,1
x09:136,1
x09:137,1
x09:138,1
x09:139,1
x09:140,1
x09:141,1
x09:142,1
x09:143,1
x09:144,1
x09:145,1
x09:146,1
x09:147,1
x09:148,1
x09:149,1
x09:150,1
x09:151,1
x09:152,1
x09:153,1
x09:154,1
x09:155,1
x09:156,1
x09:157,1
x09:158,1
x09:159,1
x09:160,1
x09:161,1
x09:162,1
x09:163,1
x09:164,1
x09:165,1
x09:166,1
x09:167,1
x09:168,1
x09:169,1
x09:170,1
x09:171,1
x09:172,1
x09:173,1
x09:174,1
x09:175,1
x09:176,1
x09:177,1
x09:178,1
x09:179,1
x09:180,1
x09:181,1
x09:182,1
x09:183,1
x09:184,1
x09:185,1
x09:186,1
x09:187,1
x09:188,1
x09:189,1
x09:190,1
x09:191,1
x09:192,1
x09:193,1
x09:194,1
x09:195,1
x09:196,1
x09:197,1
x09:198,1
x09:199,1
x09:200,1
x09:201,1
x09:202,1
x09:203,1
x09:204,1
x09:205,1
x09:206,1
x09:207,1
x09:208,1
x09:209,0
x09:210,0
x09:211,0
x09:212,0
x09:213,0
x09:214,0
x09:215,0
x09:216,0
x09:217,0
x09:218,0
x09:219,0
x09:220,0
x09:221,0
x09:222,0
x09:223,0
x09:224,0
x09:225,0
x09:226,0
x09:227,0
x09:228,0
x09:229,0
x09:230,0
x09:231,0
x09:232,0
x09:233,0
x09:234,0
x09:235,0
x09:236,0
x09:237,0
x09:238,0
x09:239,0
x09:240,0
x09:241,0
x09:242,0
x09:243,0
x09:244,0
x09:245,0
x09:246,0
x09:247,0
x09:248,0
x09:249,0
x09:250,0
x09:251,0
x09:252,0
x09:253,0
x09:254,0
x09:255,0
x09:256,0
x09:257,0
x09:258,0
x09:259,0
x09:260,0
x09:261,0
x09:262,0
x09:263,0
x09:264,0
x09:265,0
x09:266,0
x09:267,0
x09:268,0
x09:269,0
x09:270,0
x09:271,0
x09:272,0
x09:273,0
x09:274,0
x09:275,0
x09:276,0
x09:277,1
x09:278,1
x09:279,1
x09:280,1
x09:281,1
x09:282,1
x09:283,1
x09:284,1
x09:285,1
x09:286,1
x09:287,1
x09:288,1
x09:289,1
x09:290,1
x09:291,1
x09:292,1
x09:293,1
x09:294,1
x09:295,1
x09:296,1
x09:297,1
x09:298,1
x09:299,0
x09:300,0
x09:301,0
x09:302,0
x09:303,0
x09:304,0
x09:305,0
x09:306,0
x09:307,0
x09:308,0
x09:309,0
x09:310,0
x09:311,0
x09:312,0
x09:313,0
x09:314,0
x09:315,0
x09:316,0
x09:317,0
x09:318,0
x09:319,0
x09:320,0
x09:321,0
x09:322,0
x09:323,0
x09:324,0
x09:325,0
x09:326,0
x09:327,0
x09:328,0
x09:329,0
x09:330,0
x09:331,0
x09:332,0
x09:333,0
x09:334,0
x09:335,0
x09:336,0
x09:337,0
x09:338,0
x09:339,0
x09:340,0
x09:341,0
x09:342,0
x09:343,0
x09:344,0
x09:345,0
x09:346,0
x09:347,0
x09:348,0
x09:349,0
x09:350,0
x09:351,0
x09:352,0
x09:353,0
x09:354,0
x09:355,0
x09:356,0
x09:357,0
x09:358,0
x09:359,0
x09:360,0
x09:361,0
x09:362,0
x09:363,0
x09:364,0
x09:365,0
x09:366,0
x09:367,0
x09:368,0
x09:369,0
x09:370,0
x09:371,0
x09:372,0
x09:373,0
x09:374,0
x09:375,0
x09:376,0
x09:377,0
x09:378,0
x09:379,0
x09:380,0
x09:381,0
x09:382,0
x09:383,0
x09:384,0
x09:385,0
x09:386,0
x09:387,0
x09:388,0
x09:389,0
x09:390,0
x09:391,0
x09:392,0
x09:393,0
x09:394,0
x09:395,0
x09:396,0
x09:397,0
x09:398,0
x09:399,0
x09:400,0
x09:401,0
x09:402,0
x09:403,0
x09:404,0
x09:405,0
x09:406,0
x09:407,0
x09:408,0
x09:409,0
x09:410,0
x09:411,0
x09:412,0
x09:413,0
x09:414,0
x09:415,0
x09:416,0
x09:417,0
x09:418,0
x09:419,0
x09:420,0
x09:421,0
x09:422,0
x09:423,0
x09:424,0
x09:425,0
x09:426,0
x09:427,0
x09:428,0
x09:429,0
x09:430,0
x09:431,0
x09:432,1
x09:433,1
x09:434,1
x09:435,1
x09:436,1
x09:437,1
x09:438,1
x09:439,1
x09:440,1
x09:441,1
x09:442,1
x09:443,1
x09:444,1
x09:445,1
x09:446,1
x09:447,1
x09:448,1
x09:449,1
x09:450,0
x09:451,0
x09:452,0
x09:453,0
x09:454,0
x09:455,0
x09:456,0
x09:457,0
x09:458,0
x09:459,0
x09:460,0
x09:461,0
x09:462,0
x09:463,0
x09:464,0
x09:465,0
x09:466,0
x09:467,0
x09:468,0
x09:469,0
x09:470,0
x09:471,0
x09:472,0
x09:473,0
x09:474,0
x09:475,0
x09:476,0
x09:477,0
x09:478,0
x09:479,0
x09:480,0
x09:481,0
x09:482,0
x09:483,0
x09:484,0
x09:485,0
x09:486,0
x09:487,0
x09:488,0
x09:489,0
x09:490,0
x09:491,0
x09:492,0
x09:493,0
x09:494,0
x09:495,0
x09:496,0
x09:497,0
x09:498,0
x09:499,0
x09:500,0
x09:501,0
x09:502,0
x09:503,0
x09:504,0
x09:505,0
x09:506,0
x10:0,0
x10:1,0
x10:2,0
x10:3,0
x10:4,0
x10:5,0
x10:6,0
x10:7,0
x10:8,0
x10:9,0
x10:10,0
x10:11,0
x10:12,0
x10:13,0
x10:14,0
x10:15,0
x10:16,0
x10:17,0
x10:18,0
x10:19,0
x10:20,0
x10:21,0
x10:22,0
x10:23,0
x10:24,0
x10:25,0
x10:26,0
x10:27,0
x10:28,0
x10:29,0
x10:30,0
x10:31,0
x10:32,0
x10:33,0
x10:34,0
x10:35,0
x10:36,0
x10:37,0
x10:38,0
x10:39,0
x10:40,0
x10:41,0
x10:42,0
x10:43,0
x10:44,0
x10:45,0
x10:46,0
x10:47,0
x10:48,0
x10:49,0
x10:50,0
x10:51,0
x10:52,0
x10:53,0
x10:54,0
x10:55,0
x10:56,0
x10:57,0
x10:58,0
x10:59,0
x10:60,0
x10:61,0
x10:62,0
x10:63,0
x10:64,0
x10:65,0
x10:66,0
x10:67,0
x10:68,0
x10:69,0
x10:70,0
x10:71,0
x10:72,0
x10:73,0
x10:74,0
x10:75,0
x10:76,0
x10:77,0
x10:78,0
x10:79,0
x10:80,0
x10:81,0
x10:82,0
x10:83,0
x10:84,0
x10:85,0
x10:86,0
x10:87,0
x10:88,0
x10:89,0
x10:90,0
x10:91,0
x10:92,0
x10:93,0
x10:94,0
x10:95,0
x10:96,0
x10:97,0
x10:98,0
x10:99,0
x10:100,0
x10:101,0
x10:102,0
x10:103,0
x10:104,0
x10:105,0
x10:106,0
x10:107,0
x10:108,0
x10:109,0
x10:110,1
x10:111,1
x10:112,1
x10:113,1
x10:114,1
x10:115,1
x10:116,1
x10:117,1
x10:118,1
x10:119,1
x10:120,1
x10:121,0
x10:122,0
x10:123,0
x10:124,0
x10:125,0
x10:126,0
x10:127,0
x10:128,0
x10:129,0
x10:130,0
x10:131,0
x10:132,0
x10:133,0
x10:134,0
x10:135,0
x10:136,0
x10:137,0
x10:138,0
x10:139,0
x10:140,0
x10:141,0
x10:142,0
x10:143,0
x10:144,0
x10:145,0
x10:146,0
x10:147,0
x10:148,0
x10:149,0
x10:150,0
x10:151,0
x10:152,0
x10:153,0
x10:154,0
x10:155,0
x10:156,0
x10:157,0
x10:158,0
x10:159,0
x10:160,0
x10:161,0
x10:162,0
x10:163,0
x10:164,0
x10:165,0
x10:166,0
x10:167,0
x10:168,0
x10:169,0
x10:170,0
x10:171,0
x10:172,0
x10:173,0
x10:174,0
x10:175,0
x10:176,0
x10:177,0
x10:178,0
x10:179,0
x10:180,0
x10:181,0
x10:182,0
x10:183,0
x10:184,0
x10:185,0
x10:186,0
x10:187,0
x10:188,0
x10:189,0
x10:190,0
x10:191,0
x10:192,0
x10:193,0
x10:194,0
x10:195,0
x10:196,0
x10:197,0
x10:198,0
x10:199,0
x10:200,0
x10:201,0
x10:202,0
x10:203,0
x10:204,0
x10:205,0
x10:206,1
x10:207,0
x10:208,0
x10:209,0
x10:210,0
x10:211,0
x10:212,0
x10:213,0
x10:214,0
x10:215,1
x10:216,1
x10:217,1
x10:218,1
x10:219,1
x10:220,1
x10:221,1
x10:222,1
x10:223,1
x10:224,0
x10:225,0
x10:226,0
x10:227,0
x10:228,1
x10:229,1
x10:230,1
x10:231,1
x10:232,1
x10:233,1
x10:234,1
x10:235,1
x10:236,1
x10:237,1
x10:238,1
x10:239,1
x10:240,1
x10:241,1
x10:242,1
x10:243,1
x10:244,1
x10:245,1
x10:246,1
x10:247,1
x10:248,1
x10:249,1
x10:250,1
x10:251,0
x10:252,0
x10:253,0
x10:254,0
x10:255,0
x10:256,0
x10:257,0
x10:258,0
x10:259,0
x10:260,0
x10:261,0
x10:262,0
x10:263,0
x10:264,0
x10:265,0
x10:266,0
x10:267,0
x10:268,0
x10:269,0
x10:270,0
x10:271,0
x10:272,0
x10:273,0
x10:274,0
x10:275,0
x10:276,0
x10:277,0
x10:278,0
x10:279,0
x10:280,0
x10:281,0
x10:282,0
x10:283,0
x10:284,0
x10:285,0
x10:286,0
x10:287,0
x10:288,0
x10:289,0
x10:290,0
x10:291,0
x10:292,0
x10:293,0
x10:294,0
x10:295,0
x10:296,0
x10:297,0
x10:298,0
x10:299,0
x10:300,0
x10:301,0
x10:302,0
x10:303,0
x10:304,0
x10:305,0
x10:306,0
x10:307,0
x10:308,0
x10:309,0
x10:310,0
x10:311,0
x10:312,0
x10:313,0
x10:314,0
x10:315,0
x10:316,0
x10:317,0
x10:318,0
x10:319,0
x10:320,0
x10:321,0
x10:322,0
x10:323,0
x10:324,0
x10:325,0
x10:326,0
x10:327,0
x10:328,0
x10:329,0
x10:330,0
x10:331,0
x10:332,0
x10:333,0
x10:334,0
x10:335,0
x10:336,0
x10:337,0
x10:338,0
x10:339,0
x10:340,0
x10:341,0
x10:342,0
x10:343,0
x10:344,0
x10:345,0
x10:346,0
x10:347,0
x10:348,0
x10:349,0
x10:350,0
x10:351,0
x10:352,0
x10:353,0
x10:354,0
x10:355,0
x10:356,0
x10:357,0
x10:358,0
x10:359,0
x10:360,1
x10:361,1
x10:362,1
x10:363,1
x10:364,1
x10:365,1
x10:366,1
x10:367,1
x10:368,1
x10:369,1
x10:370,1
x10:371,1
x10:372,1
x10:373,1
x10:374,1
x10:375,1
x10:376,1
x10:377,1
x10:378,1
x10:379,1
x10:380,1
x10:381,1
x10:382,1
x10:383,1
x10:384,1
x10:385,0
x10:386,1
x10:387,1
x10:388,1
x10:389,0
x10:390,0
x10:391,0
x10:392,0
x10:393,0
x10:394,0
x10:395,0
x10:396,1
x10:397,0
x10:398,0
x10:399,0
x10:400,0
x10:401,0
x10:402,0
x10:403,0
x10:404,0
x10:405,0
x10:406,0
x10:407,0
x10:408,0
x10:409,0
x10:410,0
x10:411,0
x10:412,0
x10:413,0
x10:414,0
x10:415,0
x10:416,0
x10:417,0
x10:418,0
x10:419,0
x10:420,0
x10:421,0
x10:422,0
x10:423,0
x10:424,0
x10:425,0
x10:426,0
x10:427,0
x10:428,0
x10:429,0
x10:430,0
x10:431,0
x10:432,0
x10:433,0
x10:434,0
x10:435,0
x10:436,0
x10:437,0
x10:438,0
x10:439,0
x10:440,0
x10:441,0
x10:442,0
x10:443,0
x10:444,0
x10:445,0
x10:446,0
x10:447,0
x10:448,0
x10:449,0
x10:450,0
x10:451,0
x10:452,0
x10:453,0
x10:454,0
x10:455,0
x10:456,0
x10:457,0
x10:458,0
x10:459,0
x10:460,0
x10:461,1
x10:462,1
x10:463,1
x10:464,1
x10:465,1
x10:466,1
x10:467,1
x10:468,1
x10:469,1
x10:470,1
x10:471,1
x10:472,1
x10:473,1
x10:474,1
x10:475,1
x10:476,1
x10:477,1
x10:478,1
x10:479,1
x10:480,1
x10:481,0
x10:482,0
x10:483,0
x10:484,0
x10:485,0
x10:486,0
x10:487,0
x10:488,0
x10:489,0
x10:490,0
x10:491,0
x10:492,0
x10:493,0
x10:494,0
x10:495,0
x10:496,1
x10:497,1
x10:498,1
x10:499,0
x10:500,0
x10:501,0
x10:502,0
x10:503,0
x10:504,0
x10:505,0
x10:506,0
x10:507,0
x10:508,0
x11:0,0
x11:1,0
x11:2,0
x11:3,0
x11:4,0
x11:5,0
x11:6,0
x11:7,0
x11:8,0
x11:9,0
x11:10,0
x11:11,0
x11:12,0
x11:13,0
x11:14,0
x11:15,0
x11:16,0
x11:17,0
x11:18,0
x11:19,0
x11:20,0
x11:21,0
x11:22,0
x11:23,0
x11:24,0
x11:25,0
x11:26,0
x11:27,0
x11:28,0
x11:29,0
x11:30,0
x11:31,0
x11:32,0
x11:33,0
x11:34,0
x11:35,0
x11:36,0
x11:37,0
x11:38,0
x11:39,0
x11:40,0
x11:41,0
x11:42,0
x11:43,0
x11:44,0
x11:45,0
x11:46,0
x11:47,0
x11:48,0
x11:49,0
x11:50,0
x11:51,0
x11:52,0
x11:53,0
x11:54,0
x11:55,0
x11:56,0
x11:57,0
x11:58,0
x11:59,0
x11:60,0
x11:61,0
x11:62,0
x11:63,0
x11:64,0
x11:65,0
x11:66,0
x11:67,0
x11:68,0
x11:69,0
x11:70,0
x11:71,0
x11:72,0
x11:73,0
x11:74,0
x11:75,0
x11:76,0
x11:77,0
x11:78,0
x11:79,0
x11:80,0
x11:81,0
x11:82,0
x11:83,0
x11:84,0
x11:85,0
x11:86,0
x11:87,0
x11:88,0
x11:89,0
x11:90,0
x11:91,0
x11:92,0
x11:93,0
x11:94,0
x11:95,0
x11:96,0
x11:97,0
x11:98,0
x11:99,0
x11:100,0
x11:101,0
x11:102,0
x11:103,0
x11:104,0
x11:105,0
x11:106,0
x11:107,0
x11:108,0
x11:109,0
x11:110,0
x11:111,0
x11:112,0
x11:113,0
x11:114,0
x11:115,0
x11:116,1
x11:117,0
x11:118,0
x11:119,0
x11:120,0
x11:121,0
x11:122,0
x11:123,0
x11:124,0
x11:125,0
x11:126,0
x11:127,0
x11:128,0
x11:129,0
x11:130,0
x11:131,1
x11:132,0
x11:133,0
x11:134,0
x11:135,0
x11:136,0
x11:137,0
x11:138,0
x11:139,0
x11:140,0
x11:141,0
x11:142,0
x11:143,0
x11:144,0
x11:145,0
x11:146,0
x11:147,0
x11:148,0
x11:149,0
x11:150,0
x11:151,0
x11:152,0
x11:153,0
x11:154,0
x11:155,0
x11:156,0
x11:157,0
x11:158,0
x11:159,0
x11:160,0
x11:161,0
x11:162,0
x11:163,0
x11:164,0
x11:165,0
x11:166,0
x11:167,0
x11:168,0
x11:169,0
x11:170,0
x11:171,0
x11:172,0
x11:173,0
x11:174,0
x11:175,0
x11:176,0
x11:177,0
x11:178,0
x11:179,0
x11:180,0
x11:181,0
x11:182,0
x11:183,0
x11:184,0
x11:185,1
x11:186,1
x11:187,1
x11:188,1
x11:189,0
x11:190,0
x11:191,0
x11:192,0
x11:193,0
x11:194,0
x11:195,0
x11:196,0
x11:197,0
x11:198,0
x11:199,0
x11:200,0
x11:201,0
x11:202,0
x11:203,0
x11:204,0
x11:205,0
x11:206,0
x11:207,0
x11:208,0
x11:209,0
x11:210,0
x11:211,0
x11:212,0
x11:213,0
x11:214,0
x11:215,0
x11:216,0
x11:217,0
x11:218,0
x11:219,0
x11:220,0
x11:221,0
x11:222,0
x11:223,0
x11:224,0
x11:225,0
x11:226,0
x11:227,0
x11:228,0
x11:229,0
x11:230,0
x11:231,0
x11:232,0
x11:233,0
x11:234,0
x11:235,0
x11:236,0
x11:237,0
x11:238,0
x11:239,0
x11:240,0
x11:241,0
x11:242,0
x11:243,0
x11:244,0
x11:245,0
x11:246,0
x11:247,0
x11:248,0
x11:249,0
x11:250,0
x11:251,0
x11:252,0
x11:253,0
x11:254,1
x11:255,0
x11:256,0
x11:257,0
x11:258,0
x11:259,0
x11:260,0
x11:261,0
x11:262,0
x11:263,0
x11:264,0
x11:265,0
x11:266,0
x11:267,0
x11:268,0
x11:269,0
x11:270,0
x11:271,0
x11:272,0
x11:273,0
x11:274,0
x11:275,0
x11:276,0
x11:277,0
x11:278,0
x11:279,0
x11:280,0
x11:281,0
x11:282,0
x11:283,0
x11:284,0
x11:285,0
x11:286,0
x11:287,0
x11:288,0
x11:289,0
x11:290,0
x11:291,0
x11:292,0
x11:293,0
x11:294,0
x11:295,0
x11:296,0
x11:297,0
x11:298,0
x11:299,0
x11:300,0
x11:301,0
x11:302,0
x11:303,0
x11:304,0
x11:305,0
x11:306,0
x11:307,0
x11:308,0
x11:309,0
x11:310,0
x11:311,0
x11:312,0
x11:313,0
x11:314,0
x11:315,0
x11:316,0
x11:317,0
x11:318,0
x11:319,0
x11:320,0
x11:321,0
x11:322,0
x11:323,0
x11:324,0
x11:325,0
x11:326,0
x11:327,0
x11:328,0
x11:329,0
x11:330,0
x11:331,0
x11:332,0
x11:333,0
x11:334,0
x11:335,0
x11:336,0
x11:337,0
x11:338,0
x11:339,0
x11:340,0
x11:341,0
x11:342,0
x11:343,0
x11:344,0
x11:345,0
x11:346,0
x11:347,0
x11:348,0
x11:349,0
x11:350,0
x11:351,0
x11:352,0
x11:353,0
x11:354,0
x11:355,0
x11:356,0
x11:357,0
x11:358,0
x11:359,0
x11:360,0
x11:361,0
x11:362,0
x11:363,0
x11:364,0
x11:365,0
x11:366,0
x11:367,0
x11:368,0
x11:369,0
x11:370,0
x11:371,0
x11:372,0
x11:373,0
x11:374,0
x11:375,0
x11:376,0
x11:377,0
x11:378,0
x11:379,0
x11:380,0
x11:381,0
x11:382,0
x11:383,0
x11:384,0
x11:385,0
x11:386,0
x11:387,0
x11:388,0
x11:389,0
x11:390,0
x11:391,0
x11:392,0
x11:393,0
x11:394,0
x11:395,0
x11:396,0
x11:397,0
x11:398,0
x11:399,0
x11:400,0
x11:401,0
x11:402,0
x11:403,0
x11:404,0
x11:405,0
x11:406,0
x11:407,0
x11:408,0
x11:409,1
x11:410,0
x11:411,0
x11:412,1
x11:413,0
x11:414,1
x11:415,1
x11:416,0
x11:417,0
x11:418,0
x11:419,1
x11:420,0
x11:421,0
x11:422,0
x11:423,0
x11:424,0
x11:425,0
x11:426,0
x11:427,0
x11:428,0
x11:429,0
x11:430,1
x11:431,0
x11:432,0
x11:433,0
x11:434,0
x11:435,0
x11:436,0
x11:437,0
x11:438,0
x11:439,0
x11:440,0
x11:441,0
x11:442,0
x11:443,0
x11:444,0
x11:445,0
x11:446,0
x11:447,0
x11:448,0
x11:449,0
x11:450,0
x11:451,0
x11:452,0
x11:453,0
x11:454,0
x11:455,0
x12:0,0
x12:1,0
x12:2,0
x12:3,0
x12:4,0
x12:5,0
x12:6,0
x12:7,0
x12:8,0
x12:9,0
x12:10,0
x12:11,0
x12:12,0
x12:13,0
x12:14,0
x12:15,0
x12:16,0
x12:17,0
x12:18,0
x12:19,0
x12:20,0
x12:21,0
x12:22,0
x12:23,0
x12:24,0
x12:25,0
x12:26,0
x12:27,0
x12:28,0
x12:29,0
x12:30,0
x12:31,0
x12:32,0
x12:33,0
x12:34,0
x12:35,0
x12:36,0
x12:37,0
x12:38,0
x12:39,0
x12:40,0
x12:41,0
x12:42,0
x12:43,0
x12:44,0
x12:45,0
x12:46,0
x12:47,0
x12:48,0
x12:49,0
x12:50,0
x12:51,0
x12:52,0
x12:53,0
x12:54,0
x12:55,0
x12:56,0
x12:57,0
x12:58,0
x12:59,0
x12:60,0
x12:61,0
x12:62,0
x12:63,0
x12:64,0
x12:65,0
x12:66,0
x12:67,0
x12:68,0
x12:69,0
x12:70,0
x12:71,0
x12:72,0
x12:73,0
x12:74,0
x12:75,0
x12:76,0
x12:77,0
x12:78,0
x12:79,0
x12:80,0
x12:81,0
x12:82,0
x12:83,0
x12:84,0
x12:85,0
x12:86,0
x12:87,0
x12:88,0
x12:89,0
x12:90,0
x12:91,0
x12:92,0
x12:93,0
x12:94,0
x12:95,0
x12:96,0
x12:97,0
x12:98,0
x12:99,0
x12:100,0
x12:101,0
x12:102,0
x12:103,0
x12:104,0
x12:105,0
x12:106,0
x12:107,0
x12:108,0
x12:109,0
x12:110,0
x12:111,0
x12:112,0
x12:113,0
x12:114,0
x12:115,0
x12:116,0
x12:117,0
x12:118,0
x12:119,0
x12:120,0
x12:121,0
x12:122,0
x12:123,0
x12:124,0
x12:125,0
x12:126,0
x12:127,0
x12:128,0
x12:129,0
x12:130,0
x12:131,0
x12:132,0
x12:133,0
x12:134,0
x12:135,0
x12:136,0
x12:137,0
x12:138,0
x12:139,0
x12:140,0
x12:141,0
x12:142,0
x12:143,0
x12:144,0
x12:145,0
x12:146,1
x12:147,1
x12:148,1
x12:149,0
x12:150,0
x12:151,0
x12:152,0
x12:153,0
x12:154,0
x12:155,0
x12:156,0
x12:157,0
x12:158,0
x12:159,0
x12:160,0
x12:161,0
x12:162,1
x12:163,1
x12:164,1
x12:165,1
x12:166,1
x12:167,1
x12:168,1
x12:169,0
x12:170,0
x12:171,0
x12:172,0
x12:173,0
x12:174,0
x12:175,0
x12:176,0
x12:177,0
x12:178,0
x12:179,0
x12:180,0
x12:181,0
x12:182,0
x12:183,0
x12:184,1
x12:185,1
x12:186,1
x12:187,1
x12:188,1
x12:189,1
x12:190,1
x12:191,1
x12:192,0
x12:193,0
x12:194,1
x12:195,1
x12:196,1
x12:197,1
x12:198,1
x12:199,0
x12:200,0
x12:201,0
x12:202,0
x12:203,0
x12:204,0
x12:205,0
x12:206,0
x12:207,0
x12:208,0
x12:209,0
x12:210,0
x12:211,0
x12:212,0
x12:213,0
x12:214,0
x12:215,0
x12:216,0
x12:217,0
x12:218,0
x12:219,0
x12:220,0
x12:221,0
x12:222,1
x12:223,1
x12:224,1
x12:225,1
x12:226,1
x12:227,1
x12:228,1
x12:229,1
x12:230,1
x12:231,0
x12:232,0
x12:233,0
x12:234,0
x12:235,0
x12:236,0
x12:237,0
x12:238,0
x12:239,0
x12:240,0
x12:241,0
x12:242,0
x12:243,0
x12:244,0
x12:245,0
x12:246,0
x12:247,0
x12:248,0
x12:249,0
x12:250,0
x12:251,0
x12:252,0
x12:253,0
x12:254,0
x12:255,0
x12:256,0
x12:257,0
x12:258,0
x12:259,0
x12:260,0
x12:261,0
x12:262,0
x12:263,0
x12:264,0
x12:265,0
x12:266,0
x12:267,0
x12:268,0
x12:269,0
x12:270,0
x12:271,1
x12:272,0
x12:273,0
x12:274,0
x12:275,0
x12:276,1
x12:277,1
x12:278,1
x12:279,1
x12:280,1
x12:281,1
x12:282,1
x12:283,1
x12:284,1
x12:285,1
x12:286,0
x12:287,0
x12:288,0
x12:289,0
x12:290,0
x12:291,0
x12:292,0
x12:293,0
x12:294,0
x12:295,0
x12:296,0
x12:297,0
x12:298,0
x12:299,0
x12:300,0
x12:301,0
x12:302,0
x12:303,0
x12:304,0
x12:305,0
x12:306,0
x12:307,0
x12:308,0
x12:309,0
x12:310,0
x12:311,0
x12:312,0
x12:313,0
x12:314,0
x12:315,0
x12:316,0
x12:317,0
x12:318,0
x12:319,1
x12:320,0
x12:321,0
x12:322,0
x12:323,0
x12:324,0
x12:325,0
x12:326,0
x12:327,0
x12:328,0
x12:329,0
x12:330,0
x12:331,1
x12:332,0
x12:333,0
x12:334,0
x12:335,0
x12:336,0
x12:337,0
x12:338,0
x12:339,0
x12:340,0
x12:341,0
x12:342,0
x12:343,0
x12:344,0
x12:345,0
x12:346,0
x12:347,0
x12:348,0
x12:349,0
x12:350,0
x12:351,0
x12:352,0
x12:353,0
x12:354,0
x12:355,0
x12:356,0
x12:357,0
x12:358,0
x12:359,0
x12:360,0
x12:361,0
x12:362,0
x12:363,0
x12:364,0
x12:365,0
x12:366,0
x12:367,0
x12:368,0
x12:369,0
x12:370,0
x12:371,0
x12:372,0
x12:373,0
x12:374,0
x12:375,0
x12:376,0
x12:377,0
x12:378,0
x12:379,0
x12:380,0
x12:381,0
x12:382,0
x12:383,0
x12:384,0
x12:385,0
x12:386,0
x12:387,0
x12:388,0
x12:389,0
x12:390,0
x12:391,0
x12:392,0
x12:393,0
x12:394,0
x12:395,0
x12:396,0
x12:397,0
x12:398,0
x12:399,0
x12:400,0
x12:401,0
x12:402,0
x12:403,0
x12:404,0
x12:405,0
x12:406,0
x12:407,0
x12:408,0
x12:409,0
x12:410,0
x12:411,0
x12:412,0
x12:413,0
x12:414,0
x12:415,0
x12:416,0
x12:417,0
x12:418,0
x12:419,0
x12:420,0
x12:421,0
x12:422,1
x12:423,1
x12:424,0
x12:425,0
x12:426,0
x12:427,0
x12:428,0
x12:429,0
x12:430,0
x12:431,0
x12:432,0
x12:433,0
x12:434,0
x12:435,0
x12:436,0
x12:437,0
x12:438,0
x12:439,0
x12:440,1
x12:441,1
x12:442,1
x12:443,1
x12:444,0
x12:445,0
x12:446,0
x12:447,0
x12:448,0
x12:449,0
x12:450,0
x12:451,0
x12:452,0
x12:453,0
x12:454,0
x12:455,0
x12:456,0
x12:457,0
x12:458,1
x12:459,1
x12:460,1
x12:461,1
x12:462,1
x12:463,0
x12:464,0
x12:465,0
x12:466,0
x12:467,0
x12:468,0
x12:469,0
x12:470,0
x12:471,0
x12:472,0
x12:473,0
x12:474,0
x12:475,0
x12:476,1
x12:477,0
x12:478,0
x12:479,0
x12:480,0
x12:481,0
x12:482,0
x12:483,0
x12:484,0
x12:485,0
x12:486,0
x12:487,0
x12:488,0
x12:489,0
x12:490,0
x12:491,0
x12:492,0
x12:493,0
x12:494,0
x12:495,0
x12:496,0
x12:497,0
x12:498,0
x12:499,0
x12:500,0
x12:501,0
x12:502,0
x12:503,0
x12:504,0
x12:505,0
x12:506,0
x12:507,0
x12:508,0
x12:509,0
x12:510,0
x12:511,0
x12:512,0
x12:513,0
x12:514,0
x12:515,0
x12:516,0
x12:517,0
x12:518,0
x12:519,0
x12:520,0
x12:521,0
x12:522,0
x12:523,0
x12:524,0
x12:525,0
x12:526,0
x13:0,1
x13:1,1
x13:2,0
x13:3,0
x13:4,0
x13:5,0
x13:6,0
x13:7,1
x13:8,1
x13:9,1
x13:10,1
x13:11,1
x13:12,1
x13:13,1
x13:14,0
x13:15,0
x13:16,0
x13:17,0
x13:18,0
x13:19,0
x13:20,0
x13:21,0
x13:22,0
x13:23,0
x13:24,0
x13:25,0
x13:26,0
x13:27,0
x13:28,0
x13:29,0
x13:30,0
x13:31,0
x13:32,0
x13:33,0
x13:34,0
x13:35,0
x13:36,0
x13:37,0
x13:38,0
x13:39,0
x13:40,0
x13:41,0
x13:42,0
x13:43,0
x13:44,0
x13:45,0
x13:46,0
x13:47,0
x13:48,0
x13:49,1
x13:50,1
x13:51,1
x13:52,0
x13:53,0
x13:54,0
x13:55,0
x13:56,0
x13:57,0
x13:58,1
x13:59,1
x13:60,1
x13:61,1
x13:62,1
x13:63,1
x13:64,1
x13:65,1
x13:66,1
x13:67,1
x13:68,1
x13:69,1
x13:70,1
x13:71,1
x13:72,1
x13:73,1
x13:74,1
x13:75,0
x13:76,0
x13:77,0
x13:78,0
x13:79,0
x13:80,0
x13:81,0
